NEW_TYPE,大类,中类,小类,tag,Wayz-CategoryID
32300,汽车维修,东风特约维修,东风维修,品牌维修,51200
32400,汽车维修,吉利特约维修,吉利维修,品牌维修,51200
32401,汽车维修,吉利特约维修,沃尔沃汽车维修,品牌维修,51200
32500,汽车维修,奇瑞特约维修,奇瑞维修,品牌维修,51200
32600,汽车维修,克莱斯勒特约维修,克莱斯勒维修,品牌维修,51200
32601,汽车维修,克莱斯勒特约维修,吉普维修,品牌维修,51200
32602,汽车维修,克莱斯勒特约维修,道奇维修,品牌维修,51200
32700,汽车维修,荣威维修,荣威维修,品牌维修,51200
32800,汽车维修,名爵维修,名爵维修,品牌维修,51200
32900,汽车维修,江淮维修,江淮维修,品牌维修,51200
33000,汽车维修,红旗维修,红旗维修,品牌维修,51200
33100,汽车维修,长安汽车维修,长安汽车维修,品牌维修,51200
33200,汽车维修,海马汽车维修,海马汽车维修,品牌维修,51200
33300,汽车维修,北京汽车维修,北京汽车维修,品牌维修,51200
33400,汽车维修,长城汽车维修,长城汽车维修,品牌维修,51200
33401,汽车维修,长城汽车维修,魏派汽车维修,品牌维修,51200
33500,汽车维修,纳智捷维修,纳智捷维修,品牌维修,51200
33600,汽车维修,广汽传祺维修,广汽传祺维修,品牌维修,51200
35000,汽车维修,货车维修,货车维修,品牌维修,51200
35100,汽车维修,东风货车维修,东风货车维修,品牌维修,51200
35200,汽车维修,中国重汽维修,中国重汽维修,品牌维修,51200
35300,汽车维修,一汽解放维修,一汽解放维修,品牌维修,51200
35400,汽车维修,福田卡车维修,福田卡车维修,品牌维修,51200
35500,汽车维修,陕西重汽维修,陕西重汽维修,品牌维修,51200
35600,汽车维修,北奔重汽维修,北奔重汽维修,品牌维修,51200
35700,汽车维修,江淮货车维修,江淮货车维修,品牌维修,51200
35800,汽车维修,华菱星马维修,华菱星马维修,品牌维修,51200
35900,汽车维修,成都大运汽车维修,成都大运汽车维修,品牌维修,51200
36000,汽车维修,梅赛德斯-奔驰卡车维修,梅赛德斯-奔驰卡车维修,品牌维修,51200
36100,汽车维修,德国曼恩维修,德国曼恩维修,品牌维修,51200
36200,汽车维修,斯堪尼亚维修,斯堪尼亚维修,品牌维修,51200
36300,汽车维修,沃尔沃卡车维修,沃尔沃卡车维修,品牌维修,51200
39900,汽车维修,观致维修,观致维修,品牌维修,51200
10000,汽车服务,汽车服务相关,汽车服务相关,汽车养护,51300
10400,汽车服务,汽车养护/装饰,汽车养护,汽车养护,51300
10401,汽车服务,汽车养护/装饰,加水站,加水站,51300
10700,汽车服务,汽车救援,汽车救援,汽车救援,51300
10800,汽车服务,汽车配件销售,汽车配件销售,汽车配件,51300
10500,汽车服务,洗车场,洗车场,汽车养护,51301
10600,汽车服务,汽车俱乐部,汽车俱乐部,汽车养护,51302
10900,汽车服务,汽车租赁,汽车租赁,租车服务,51303
10901,汽车服务,汽车租赁,汽车租赁还车,租车服务,51303
11000,汽车服务,二手车交易,二手车交易,,51304
,,,,,51305
,,,,,51400
40000,摩托车服务,摩托车服务相关,摩托车服务相关,摩托车服务,51500
40100,摩托车服务,摩托车销售,摩托车销售,摩托车销售,51500
40101,摩托车服务,摩托车销售,宝马摩托车销售,摩托车销售,51500
40200,摩托车服务,摩托车维修,摩托车维修,摩托车维修,51500
40201,摩托车服务,摩托车维修,宝马摩托车维修,摩托车维修,51500
70000,生活服务,生活服务场所,生活服务场所,,60000
160000,金融保险服务,金融保险服务机构,金融保险机构,,60100
160100,金融保险服务,银行,银行,网点|国内银行,60101
160101,金融保险服务,银行,中国人民银行,网点|国内银行,60101
160102,金融保险服务,银行,国家开发银行,网点|国内银行,60101
160103,金融保险服务,银行,中国进出口银行,网点|国内银行,60101
160104,金融保险服务,银行,中国银行,网点|国内银行,60101
160105,金融保险服务,银行,中国工商银行,网点|国内银行,60101
160106,金融保险服务,银行,中国建设银行,网点|国内银行,60101
160107,金融保险服务,银行,中国农业银行,网点|国内银行,60101
160108,金融保险服务,银行,交通银行,网点|国内银行,60101
160109,金融保险服务,银行,招商银行,网点|国内银行,60101
160110,金融保险服务,银行,华夏银行,网点|国内银行,60101
160111,金融保险服务,银行,中信银行,网点|国内银行,60101
160112,金融保险服务,银行,中国民生银行,网点|国内银行,60101
160113,金融保险服务,银行,中国光大银行,网点|国内银行,60101
160114,金融保险服务,银行,上海银行,网点|国内银行,60101
160115,金融保险服务,银行,上海浦东发展银行,网点|国内银行,60101
160117,金融保险服务,银行,平安银行,网点|国内银行,60101
160118,金融保险服务,银行,兴业银行,网点|国内银行,60101
160119,金融保险服务,银行,北京银行,网点|国内银行,60101
160120,金融保险服务,银行,广发银行,网点|国内银行,60101
160121,金融保险服务,银行,农村商业银行,网点|国内银行,60101
160122,金融保险服务,银行,香港恒生银行,网点|国内银行,60101
160123,金融保险服务,银行,东亚银行,网点|国内银行,60101
160124,金融保险服务,银行,花旗银行,网点|国际银行,60101
160125,金融保险服务,银行,渣打银行,网点|国际银行,60101
160126,金融保险服务,银行,汇丰银行,网点|国际银行,60101
160127,金融保险服务,银行,荷兰银行,网点|国际银行,60101
160128,金融保险服务,银行,美国运通银行,网点|国际银行,60101
160129,金融保险服务,银行,瑞士友邦银行,网点|国际银行,60101
160130,金融保险服务,银行,美国银行,网点|国际银行,60101
160131,金融保险服务,银行,蒙特利尔银行,网点|国际银行,60101
160132,金融保险服务,银行,纽约银行,网点|国际银行,60101
160133,金融保险服务,银行,苏格兰皇家银行,网点|国际银行,60101
160134,金融保险服务,银行,法国兴业银行,网点|国际银行,60101
160135,金融保险服务,银行,德意志银行,网点|国际银行,60101
160136,金融保险服务,银行,日本三菱东京日联银行,网点|国际银行,60101
160137,金融保险服务,银行,巴克莱银行,网点|国际银行,60101
160138,金融保险服务,银行,摩根大通银行,网点|国际银行,60101
160139,金融保险服务,银行,中国邮政储蓄银行,网点|国内银行,60101
160140,金融保险服务,银行,香港星展银行,网点|国际银行,60101
160141,金融保险服务,银行,南洋商业银行,网点|国内银行,60101
160142,金融保险服务,银行,上海商业银行,网点|国内银行,60101
160143,金融保险服务,银行,永亨银行,网点|国内银行,60101
160144,金融保险服务,银行,香港永隆银行,网点|国际银行,60101
160145,金融保险服务,银行,创兴银行,网点|国内银行,60101
160146,金融保险服务,银行,大新银行,网点|国内银行,60101
160147,金融保险服务,银行,中信银行(国际),网点|国际银行,60101
160148,金融保险服务,银行,大众银行(香港),网点|国际银行,60101
160149,金融保险服务,银行,北京农商银行,网点|国内银行,60101
160150,金融保险服务,银行,上海农商银行,网点|国内银行,60101
160151,金融保险服务,银行,广州农商银行,网点|国内银行,60101
160152,金融保险服务,银行,深圳农村商业银行,网点|国内银行,60101
160200,金融保险服务,银行相关,银行相关,ATM,60101
160300,金融保险服务,自动提款机,自动提款机,ATM,60101
160301,金融保险服务,自动提款机,中国银行ATM,ATM,60101
160302,金融保险服务,自动提款机,中国工商银行ATM,ATM,60101
160303,金融保险服务,自动提款机,中国建设银行ATM,ATM,60101
160304,金融保险服务,自动提款机,中国农业银行ATM,ATM,60101
160305,金融保险服务,自动提款机,交通银行ATM,ATM,60101
160306,金融保险服务,自动提款机,招商银行ATM,ATM,60101
160307,金融保险服务,自动提款机,华夏银行ATM,ATM,60101
160308,金融保险服务,自动提款机,中信银行ATM,ATM,60101
160309,金融保险服务,自动提款机,中国民生银行ATM,ATM,60101
160310,金融保险服务,自动提款机,中国光大银行ATM,ATM,60101
160311,金融保险服务,自动提款机,上海银行ATM,ATM,60101
160312,金融保险服务,自动提款机,上海浦东发展银行ATM,ATM,60101
160314,金融保险服务,自动提款机,平安银行ATM,ATM,60101
160315,金融保险服务,自动提款机,兴业银行ATM,ATM,60101
160316,金融保险服务,自动提款机,北京银行ATM,ATM,60101
160317,金融保险服务,自动提款机,广发银行ATM,ATM,60101
160318,金融保险服务,自动提款机,农村商业银行ATM,ATM,60101
160319,金融保险服务,自动提款机,香港恒生银行ATM,ATM,60101
160320,金融保险服务,自动提款机,东亚银行ATM,ATM,60101
160321,金融保险服务,自动提款机,花旗银行ATM,ATM,60101
160322,金融保险服务,自动提款机,渣打银行ATM,ATM,60101
160323,金融保险服务,自动提款机,汇丰银行ATM,ATM,60101
160324,金融保险服务,自动提款机,荷兰银行ATM,ATM,60101
160325,金融保险服务,自动提款机,美国运通银行ATM,ATM,60101
160326,金融保险服务,自动提款机,瑞士友邦银行ATM,ATM,60101
160327,金融保险服务,自动提款机,美国银行ATM,ATM,60101
160328,金融保险服务,自动提款机,蒙特利尔银行ATM,ATM,60101
160329,金融保险服务,自动提款机,纽约银行ATM,ATM,60101
160330,金融保险服务,自动提款机,苏格兰皇家银行ATM,ATM,60101
160331,金融保险服务,自动提款机,法国兴业银行ATM,ATM,60101
160332,金融保险服务,自动提款机,德意志银行ATM,ATM,60101
160333,金融保险服务,自动提款机,日本三菱东京日联银行ATM,ATM,60101
160334,金融保险服务,自动提款机,巴克莱银行ATM,ATM,60101
160335,金融保险服务,自动提款机,摩根大通银行ATM,ATM,60101
160336,金融保险服务,自动提款机,中国邮政储蓄银行ATM,ATM,60101
160337,金融保险服务,自动提款机,香港星展银行ATM,ATM,60101
160338,金融保险服务,自动提款机,南洋商业银行ATM,ATM,60101
160339,金融保险服务,自动提款机,上海商业银行ATM,ATM,60101
160340,金融保险服务,自动提款机,永亨银行ATM,ATM,60101
160341,金融保险服务,自动提款机,香港永隆银行ATM,ATM,60101
160342,金融保险服务,自动提款机,创兴银行ATM,ATM,60101
160343,金融保险服务,自动提款机,大新银行ATM,ATM,60101
160344,金融保险服务,自动提款机,中信银行(国际)ATM,ATM,60101
160345,金融保险服务,自动提款机,大众银行(香港)ATM,ATM,60101
160346,金融保险服务,自动提款机,北京农商银行ATM,ATM,60101
160347,金融保险服务,自动提款机,上海农商银行ATM,ATM,60101
160348,金融保险服务,自动提款机,广州农商银行ATM,ATM,60101
160349,金融保险服务,自动提款机,深圳农村商业银行ATM,ATM,60101
160400,金融保险服务,保险公司,保险公司,,60103
160401,金融保险服务,保险公司,中国人民保险公司,,60103
160402,金融保险服务,保险公司,中国人寿保险公司,,60103
160403,金融保险服务,保险公司,中国平安保险公司,,60103
160404,金融保险服务,保险公司,中国再保险公司,,60103
160405,金融保险服务,保险公司,中国太平洋保险,,60103
160406,金融保险服务,保险公司,新华人寿保险公司,,60103
160407,金融保险服务,保险公司,华泰财产保险股份有限公司,,60103
160408,金融保险服务,保险公司,泰康人寿保险公司,,60103
61300,购物服务,特殊买卖场所,特殊买卖场所,,60105
61301,购物服务,特殊买卖场所,拍卖行,拍卖行,60105
61302,购物服务,特殊买卖场所,典当行,典当行,60105
160501,金融保险服务,证券公司,证券营业厅,,60107
70600,生活服务,电讯营业厅,电讯营业厅,通讯营业厅,60200
70601,生活服务,电讯营业厅,中国电信营业厅,电信营业厅,60200
70603,生活服务,电讯营业厅,中国移动营业厅,移动营业厅,60200
70604,生活服务,电讯营业厅,中国联通营业厅,联通营业厅,60200
70605,生活服务,电讯营业厅,中国铁通营业厅,铁通营业厅,60200
70606,生活服务,电讯营业厅,中国卫通营业厅,卫通营业厅,60200
70607,生活服务,电讯营业厅,和记电讯,通讯营业厅,60200
70608,生活服务,电讯营业厅,数码通电讯,通讯营业厅,60200
70609,生活服务,电讯营业厅,电讯盈科,通讯营业厅,60200
70610,生活服务,电讯营业厅,中国移动香港,通讯营业厅,60200
70400,生活服务,邮局,邮局,邮局,60300
70401,生活服务,邮局,邮政速递,邮政速递,60300
,,,,,60400
70500,生活服务,物流速递,物流速递,,60401
70501,生活服务,物流速递,物流仓储场地,,60402
,,,,,60500
70100,生活服务,旅行社,旅行社,,60600
71100,生活服务,美容美发店,美容美发店,,60700
,,,,,60701
,,,,,60702
,,,,,60703
,,,,,60704
,,,,,60800
72000,生活服务,婴儿服务场所,婴儿服务场所,,60900
72001,生活服务,婴儿服务场所,婴儿游泳馆,,60901
,,,,,61000
,,,,,61100
61211,购物服务,专卖店,宠物用品店,综合宠物店,61101
,,,,,61102
70700,生活服务,事务所,事务所,,61200
70701,生活服务,事务所,律师事务所,,61201
70702,生活服务,事务所,会计师事务所,,61202
70703,生活服务,事务所,评估事务所,,61203
70704,生活服务,事务所,审计事务所,,61204
70705,生活服务,事务所,认证事务所,,61205
70706,生活服务,事务所,专利事务所,,61206
,,,,,61300
70200,生活服务,信息咨询中心,信息咨询中心,,61400
70201,生活服务,信息咨询中心,服务中心,,61401
70202,生活服务,信息咨询中心,旅馆问讯,,61402
70203,生活服务,信息咨询中心,行李查询/行李问询,,61403
70300,生活服务,售票处,售票处,,61500
70301,生活服务,售票处,飞机票代售点,,61501
70302,生活服务,售票处,火车票代售点,,61502
70304,生活服务,售票处,船票代售点,,61503
70303,生活服务,售票处,长途汽车票代售点,,61504
70305,生活服务,售票处,公交卡/月票代售点,,61505
70306,生活服务,售票处,公园景点售票处,,61506
70800,生活服务,人才市场,人才市场,,61700
,,,,,61800
70900,生活服务,自来水营业厅,自来水营业厅,,61801
71000,生活服务,电力营业厅,电力营业厅,,61802
71200,生活服务,维修站点,维修站点,,61900
,,,,,61901
,,,,,61902
,,,,,61903
,,,,,61904
71500,生活服务,洗衣店,洗衣店,,62000
,,,,,62100
71300,生活服务,摄影冲印店,摄影冲印,,62200
71700,生活服务,搬家公司,搬家公司,,62300
71800,生活服务,彩票彩券销售点,彩票彩券销售点,,62400
71801,生活服务,彩票彩券销售点,马会投注站,,62400
71900,生活服务,丧葬设施,丧葬设施,,62500
71901,生活服务,丧葬设施,陵园,,62501
71902,生活服务,丧葬设施,公墓,,62502
71903,生活服务,丧葬设施,殡仪馆,,62503
,,,,,62600
80000,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,70000
80100,体育休闲服务,运动场馆,运动场所,球类运动,70100
80101,体育休闲服务,运动场馆,综合体育馆,球类运动,70100
80102,体育休闲服务,运动场馆,保龄球馆,保龄球|室内,70101
80103,体育休闲服务,运动场馆,网球场,网球|户外,70101
80104,体育休闲服务,运动场馆,篮球场馆,篮球,70101
80105,体育休闲服务,运动场馆,足球场,足球,70101
80112,体育休闲服务,运动场馆,乒乓球馆,乒乓球|室内,70101
80113,体育休闲服务,运动场馆,台球厅,台球|室内,70101
80114,体育休闲服务,运动场馆,壁球场,壁球|室内,70101
80117,体育休闲服务,运动场馆,橄榄球场,球类运动,70101
80118,体育休闲服务,运动场馆,羽毛球场,羽毛球|户外,70101
80110,体育休闲服务,运动场馆,游泳馆,游泳|室内,70102
80106,体育休闲服务,运动场馆,滑雪场,滑雪|户外,70103
80107,体育休闲服务,运动场馆,溜冰场,溜冰|室内,70103
80115,体育休闲服务,运动场馆,马术俱乐部,马术|户外,70103
80116,体育休闲服务,运动场馆,赛马场,马术,70103
80119,体育休闲服务,运动场馆,跆拳道场馆,,70104
,,,,,70112
,,,,,70113
,,,,,70117
,,,,,70118
80108,体育休闲服务,运动场馆,户外健身场所,户外健身|户外,70200
80111,体育休闲服务,运动场馆,健身中心,健身房,70200
80200,体育休闲服务,高尔夫相关,高尔夫相关,高尔夫|室内,70300
80201,体育休闲服务,高尔夫相关,高尔夫球场,高尔夫球场,70300
80202,体育休闲服务,高尔夫相关,高尔夫练习场,高尔夫练习场,70300
80400,体育休闲服务,度假疗养场所,度假疗养场所,适合老年人,70400
80401,体育休闲服务,度假疗养场所,度假村,适合老年人,70400
80402,体育休闲服务,度假疗养场所,疗养院,适合老年人,70400
80500,体育休闲服务,休闲场所,休闲场所,适合老年人,70400
80501,体育休闲服务,休闲场所,游乐场,亲子|朋友聚会,70401
80502,体育休闲服务,休闲场所,垂钓园,垂钓|亲子|朋友聚会|户外,70402
80503,体育休闲服务,休闲场所,采摘园,采摘|亲子|朋友聚会|农家项目,70403
80504,体育休闲服务,休闲场所,露营地,露营|亲子|农家项目,70404
80109,体育休闲服务,运动场馆,海滨浴场,水上项目|亲子|朋友聚会,70405
80505,体育休闲服务,休闲场所,水上活动中心,水上项目|亲子|朋友聚会,70405
80300,体育休闲服务,娱乐场所,娱乐场所,室内|朋友聚会,70500
80301,体育休闲服务,娱乐场所,夜总会,室内|朋友聚会,70501
80302,体育休闲服务,娱乐场所,KTV,室内|朋友聚会,70502
80303,体育休闲服务,娱乐场所,迪厅,室内|朋友聚会,70503
,,,,,70504
80305,体育休闲服务,娱乐场所,游戏厅,室内|朋友聚会,70505
80306,体育休闲服务,娱乐场所,棋牌室,室内|朋友聚会,70506
80307,体育休闲服务,娱乐场所,博彩中心,,70507
80308,体育休闲服务,娱乐场所,网吧,室内|朋友聚会,70508
,,,,,70509
80600,体育休闲服务,影剧院,影剧院相关,室内|朋友聚会,70600
80601,体育休闲服务,影剧院,电影院,室内|朋友聚会,70601
,,,,,70602
80602,体育休闲服务,影剧院,音乐厅,室内|朋友聚会,70603
80603,体育休闲服务,影剧院,剧场,室内|朋友聚会,70604
110000,风景名胜,风景名胜相关,旅游景点,户外|亲子,70700
110200,风景名胜,风景名胜,风景名胜,户外|亲子,70700
,,,,,70701
,,,,,70702
190600,地名地址信息,标志性建筑物,标志性建筑物,自然景观,70703
,,,,,70704
110100,风景名胜,公园广场,公园广场,自然景观,70705
110101,风景名胜,公园广场,公园,自然景观,70705
110106,风景名胜,公园广场,公园内部设施,,70705
110102,风景名胜,公园广场,动物园,现代景观,70706
110103,风景名胜,公园广场,植物园,现代景观,70707
110104,风景名胜,公园广场,水族馆,现代景观,70708
110105,风景名胜,公园广场,城市广场,现代景观,70709
110204,风景名胜,风景名胜,纪念馆,人文景观,70710
110201,风景名胜,风景名胜,世界遗产,世界级景区,70711
110202,风景名胜,风景名胜,国家级景点,国家级景区,70712
110203,风景名胜,风景名胜,省级景点,省级景区,70712
110205,风景名胜,风景名胜,寺庙道观,人文景观|历史景观,70713
110206,风景名胜,风景名胜,教堂,人文景观|历史景观,70714
110207,风景名胜,风景名胜,回教寺,人文景观,70715
110208,风景名胜,风景名胜,海滩,自然景观,70716
110209,风景名胜,风景名胜,观景点,自然景观,70717
,,,,,70800
71400,生活服务,洗浴推拿场所,洗浴推拿场所,,70900
140000,科教文化服务,科教文化场所,科教文化场所,,80000
141200,科教文化服务,学校,学校,公办,80100
141207,科教文化服务,学校,学校内部设施,学校设施,80100
141201,科教文化服务,学校,高等院校,公办,80101
141202,科教文化服务,学校,中学,公办|普通初高中,80102
141203,科教文化服务,学校,小学,公办,80103
141204,科教文化服务,学校,幼儿园,公办|普通教学,80104
141205,科教文化服务,学校,成人教育,公办|成人院校,80105
,,,,,80106
141206,科教文化服务,学校,职业技术学校,职业院校,80107
141300,科教文化服务,科研机构,科研机构,,80200
141400,科教文化服务,培训机构,培训机构,,80300
141500,科教文化服务,驾校,驾校,,80400
141000,科教文化服务,文艺团体,文艺团体,,80500
141100,科教文化服务,传媒机构,传媒机构,,80600
141101,科教文化服务,传媒机构,电视台,,80600
141102,科教文化服务,传媒机构,电台,,80600
141103,科教文化服务,传媒机构,报社,,80600
141104,科教文化服务,传媒机构,杂志社,,80600
141105,科教文化服务,传媒机构,出版社,,80600
140100,科教文化服务,博物馆,博物馆,自然科学博览,80700
140101,科教文化服务,博物馆,奥迪博物馆,自然科学博览,80700
140102,科教文化服务,博物馆,梅赛德斯-奔驰博物馆,自然科学博览,80700
140200,科教文化服务,展览馆,展览馆,,80800
140201,科教文化服务,展览馆,室内展位,,80800
140300,科教文化服务,会展中心,会展中心,,80900
140400,科教文化服务,美术馆,美术馆,艺术博览,81000
140500,科教文化服务,图书馆,图书馆,,81100
140600,科教文化服务,科技馆,科技馆,自然科学博览,81200
140700,科教文化服务,天文馆,天文馆,自然科学博览,81300
140800,科教文化服务,文化宫,文化宫,,81400
140900,科教文化服务,档案馆,档案馆,,81500
90000,医疗保健服务,医疗保健服务场所,医疗保健服务场所,,90000
90100,医疗保健服务,综合医院,综合医院,综合医院,90100
90101,医疗保健服务,综合医院,三级甲等医院,三甲|综合医院,90100
90102,医疗保健服务,综合医院,卫生院,基层卫生,90100
90200,医疗保健服务,专科医院,专科医院,,90200
90201,医疗保健服务,专科医院,整形美容,,90201
90202,医疗保健服务,专科医院,口腔医院,,90202
90203,医疗保健服务,专科医院,眼科医院,,90203
90204,医疗保健服务,专科医院,耳鼻喉医院,,90204
90205,医疗保健服务,专科医院,胸科医院,,90205
90206,医疗保健服务,专科医院,骨科医院,,90206
90207,医疗保健服务,专科医院,肿瘤医院,,90207
90208,医疗保健服务,专科医院,脑科医院,,90208
90209,医疗保健服务,专科医院,妇科医院,,90209
,,,,,90210
,,,,,90211
,,,,,90212
90210,医疗保健服务,专科医院,精神病医院,,90213
90211,医疗保健服务,专科医院,传染病医院,,90214
90400,医疗保健服务,急救中心,急救中心,,90300
90300,医疗保健服务,诊所,诊所,基层卫生,90400
90500,医疗保健服务,疾病预防机构,疾病预防,基层卫生,90500
90600,医疗保健服务,医药保健销售店,医药保健相关,医疗保健,90600
90601,医疗保健服务,医药保健销售店,药房,药房,90600
90602,医疗保健服务,医药保健销售店,医疗保健用品,医疗用品,90600
,,,,,90700
,,,,,90800
,,,,,90900
,,,,,91000
90700,医疗保健服务,动物医疗场所,动物医疗场所,,91100
90701,医疗保健服务,动物医疗场所,宠物诊所,,91101
90702,医疗保健服务,动物医疗场所,兽医站,,91102
,,,,,91103
130000,政府机构及社会团体,政府及社会团体相关,政府及社会团体相关,,100000
130100,政府机构及社会团体,政府机关,政府机关相关,,100100
130107,政府机构及社会团体,政府机关,外地政府办,,100100
130101,政府机构及社会团体,政府机关,国家级机关及事业单位,,100101
130102,政府机构及社会团体,政府机关,省直辖市级政府及事业单位,,100102
130103,政府机构及社会团体,政府机关,地市级政府及事业单位,,100103
130104,政府机构及社会团体,政府机关,区县级政府及事业单位,,100104
130105,政府机构及社会团体,政府机关,乡镇级政府及事业单位,,100105
130106,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,,100106
130200,政府机构及社会团体,外国机构,外国机构相关,,100200
130201,政府机构及社会团体,外国机构,外国使领馆,,100201
130202,政府机构及社会团体,外国机构,国际组织办事处,,100202
130300,政府机构及社会团体,民主党派,民主党派,,100300
130400,政府机构及社会团体,社会团体,社会团体相关,,100300
130401,政府机构及社会团体,社会团体,共青团,,100300
130402,政府机构及社会团体,社会团体,少先队,,100300
130403,政府机构及社会团体,社会团体,妇联,,100300
130404,政府机构及社会团体,社会团体,残联,,100300
130405,政府机构及社会团体,社会团体,红十字会,,100300
130406,政府机构及社会团体,社会团体,消费者协会,,100300
130407,政府机构及社会团体,社会团体,行业协会,,100300
130408,政府机构及社会团体,社会团体,慈善机构,,100300
130409,政府机构及社会团体,社会团体,教会,,100300
,,,,,100301
,,,,,100302
,,,,,100303
,,,,,100304
,,,,,100305
130500,政府机构及社会团体,公检法机构,公检法机关,,100400
130501,政府机构及社会团体,公检法机构,公安警察,,100401
130502,政府机构及社会团体,公检法机构,检察院,,100402
130503,政府机构及社会团体,公检法机构,法院,,100403
,,,,,100404
,,,,,100405
130504,政府机构及社会团体,公检法机构,消防机关,,100406
130505,政府机构及社会团体,公检法机构,公证鉴定机构,,100407
130600,政府机构及社会团体,交通车辆管理,交通车辆管理相关,,100500
130601,政府机构及社会团体,交通车辆管理,交通管理机构,,100500
130602,政府机构及社会团体,交通车辆管理,车辆管理机构,,100500
130603,政府机构及社会团体,交通车辆管理,验车场,,100500
130604,政府机构及社会团体,交通车辆管理,交通执法站,,100500
130605,政府机构及社会团体,交通车辆管理,车辆通行证办理处,,100500
130606,政府机构及社会团体,交通车辆管理,货车相关检查站,,100500
130701,政府机构及社会团体,工商税务机构,工商部门,,100600
,,,,,100700
130702,政府机构及社会团体,工商税务机构,国税机关,,100701
130703,政府机构及社会团体,工商税务机构,地税机关,,100702
,,,,,100800
200000,公共设施,公共设施,公共设施,,110000
200400,公共设施,紧急避难场所,紧急避难场所,,110000
200100,公共设施,报刊亭,报刊亭,,110100
200300,公共设施,公共厕所,公共厕所,,110200
200301,公共设施,公共厕所,男洗手间,,110201
200302,公共设施,公共厕所,女洗手间,,110202
200303,公共设施,公共厕所,残障洗手间/无障碍洗手间,,110203
200200,公共设施,公用电话,公用电话,,110300
200304,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,,110400
,,,,,110500
